src,ObjID,image_id,trail_length,snr,stack,nn,pmax,pmean,n_over50,crop_pmax
real,K25F23V,1180,11.624333470577444,4.833265632942845,True,False,0.0036674165166914463,0.0005591792869381607,0.0,0.9788705706596375
real,K25O12U,1536,8.196241314480494,6.539227021886994,True,True,0.9980756640434265,0.5155764222145081,330.0,0.9984095692634583
real,K25F20L,296,6.5854828435152015,5.477141604130587,True,False,0.008848780766129494,0.0009185572853311896,0.0,0.9995890855789185
real,K21N00X,1902,10.410926470726654,5.031721102621607,True,False,0.9979598522186279,0.7237297892570496,475.0,0.9984129071235657
real,K25O07Y,1327,15.847549405883855,4.353715304581957,True,False,0.0010303726885467768,0.00016005321231205016,0.0,0.7728625535964966
real,K25H12F,450,11.579346393720092,8.519601845775135,True,True,0.9990952014923096,0.7505716681480408,481.0,0.9996141791343689
real,K25O04M,2411,7.472399297297516,7.019622376971386,True,True,0.994128942489624,0.5523779988288879,358.0,0.994128942489624
real,K20B05A,1153,6.394966834496648,6.6985096788006055,True,False,0.996999204158783,0.6789990663528442,443.0,0.9972327947616577
real,K25M02N,681,34.70256987069266,8.11030348509747,True,True,0.9997515082359314,0.6670377850532532,423.0,0.9998100399971008
real,K25F28Z,198,9.790455599763852,6.01137624041085,True,False,0.017174221575260162,0.0007004512590356171,0.0,0.9992372393608093
real,K22M01M,601,10.415216113848745,8.85197036637037,True,True,0.9978346228599548,0.6319555640220642,409.0,0.9978346228599548
real,K25O11B,2417,7.671845429536307,2.7793179626501985,True,False,0.9935023188591003,0.4187629818916321,280.0,0.9935023188591003
real,K18B01J,1343,26.395029821218746,2.0757163237148784,True,False,0.0009584850631654263,0.00015685628750361502,0.0,0.9982122778892517
real,K25H12F,472,11.572638659021832,8.847708223659952,True,True,0.9879406094551086,0.5501788258552551,368.0,0.9945790767669678
real,K25F28Z,204,9.78008193579508,6.555514766193526,True,False,0.9986426830291748,0.651624321937561,417.0,0.9986426830291748
real,K25M89G,1104,14.105557041612036,2.8078845968503803,True,False,0.7828192710876465,0.024463700130581856,15.0,0.946052610874176
real,K25N00K,885,8.711212167600916,7.560472434386457,True,True,0.9977747797966003,0.7336708903312683,472.0,0.9980912208557129
real,K13P20S,2374,9.455134708288474,5.918559529800636,True,False,0.9931560158729553,0.409068763256073,282.0,0.9991897344589233
real,K25O11L,2340,9.163345848518851,2.70414598209771,True,True,0.9997134208679199,0.22658671438694,141.0,0.9997134208679199
real,K25O01U,1691,19.676963753384843,7.211412235897359,True,True,0.9994577765464783,0.7972304821014404,507.0,0.9994577765464783
real,K25O09V,1341,12.981183304857844,2.660915407686211,True,False,0.9434249997138977,0.12512946128845215,80.0,0.9923815727233887
real,K25A02H,1698,8.752158113542238,5.021664134886661,True,False,0.9677911996841431,0.37440380454063416,259.0,0.9980098605155945
real,K25O02G,2082,17.532885907705495,5.532066141122754,True,False,0.9943361878395081,0.5867933630943298,394.0,0.9943361878395081
real,K13P20S,2363,9.452192427840204,2.7733492183840807,True,True,0.9988608360290527,0.644422709941864,418.0,0.9988608360290527
real,K25H12F,481,11.560707134228036,9.829373954896036,True,True,0.9967994093894958,0.7171244621276855,465.0,0.9967994093894958
real,K25O12U,1540,8.196275507559545,5.429499491458534,True,True,0.99760901927948,0.5009985566139221,325.0,0.9985889196395874
real,K25O01N,1176,8.197450119336727,5.376096042165883,True,False,0.9341710209846497,0.21052879095077515,150.0,0.9962396025657654
real,K25M00E,684,6.670232940009445,6.839008446698218,True,False,0.9977253675460815,0.7060602307319641,460.0,0.9977253675460815
real,K13P20S,2373,9.453934457846708,5.608348605331472,True,False,0.05729126185178757,0.003362812800332904,0.0,0.9958864450454712
real,K25H12F,477,11.570774436648504,9.532996812280649,True,True,0.9983990788459778,0.6391341686248779,411.0,0.9983990788459778
real,K25M91V,782,10.050909327889984,6.841306956177695,True,True,0.9970667362213135,0.5255053043365479,349.0,0.9972800016403198
real,K25H12F,492,11.557455995169455,9.908489739126306,True,True,0.9975318908691406,0.5783321261405945,376.0,0.9975318908691406
real,K25H12F,490,11.552312533565786,9.640442079074576,True,True,0.9980689287185669,0.7256454229354858,472.0,0.9982558488845825
real,K20B05A,1049,6.313804936395916,5.165896669622016,True,True,0.9988226890563965,0.7575703859329224,489.0,0.9992756843566895
real,K25F20L,262,7.268718392969337,4.152116342698776,True,False,0.9945916533470154,0.5979132056236267,391.0,0.9994240403175354
real,K25O01U,1696,19.610338903966426,5.608072929222364,True,True,0.9985385537147522,0.7198649048805237,466.0,0.9985385537147522
